310.109375,1562.75
106.234375,0
100.25,2223.5
101.578125,2242.75
110.25,0
111.59375,0
112.921875,0
114.25,0
115.59375,0
116.921875,0
118.265625,0
119.609375,0
120.9375,0
122.28125,0
123.609375,0
124.953125,0
126.296875,0
120.171875,2695.5
121.46875,2747
122.828125,2743.25
124.171875,2697.75
125.546875,2616.25
126.875,2553.25
128.234375,2509.75
129.59375,2444.5
130.96875,2404.25
132.28125,2363.5
133.625,2325
135.015625,2277.5
136.3125,2249
137.703125,2214.5
139.03125,2187
140.390625,2149.5
141.734375,2127.25
143.0625,2098.75
144.4375,2065.75
145.765625,2050
147.09375,2030.25
148.46875,2010.75
149.8125,2000.5
151.171875,1980.25
152.515625,1963.25
153.859375,1943.25
155.203125,1930.75
156.515625,1929.5
157.84375,1915.5
159.203125,1900.25
160.53125,1896
161.90625,1894.25
163.203125,1893.75
164.578125,1874.25
165.875,1876
167.25,1874.25
168.609375,1874.5
169.9375,1865.5
171.25,1870.75
172.609375,1878.75
173.953125,1871.25
175.234375,1877
176.625,1884
177.921875,1890.75
179.34375,1888.25
180.65625,1902
181.96875,1911.5
183.3125,1921
184.65625,1930.25
185.984375,1947.25
187.328125,1959.5
188.671875,1980
189.984375,1987.25
191.328125,2009
192.6875,2021.5
194.015625,2050.25
195.328125,2066.25
196.703125,2093.75
197.984375,2109.25
199.3125,2145.75
200.6875,2163.5
201.96875,2199
203.34375,2223.5
204.625,2259.75
205.984375,2287.25
207.296875,2333.5
208.625,2377.5
209.96875,2428
211.265625,2463
212.625,2519.75
213.953125,2564
215.28125,2631.75
216.609375,2710.5
217.921875,2753.5
219.25,2835.75
220.59375,2925.25
221.890625,3024.25
223.234375,3103.5
224.546875,3194
225.875,3318.25
227.25,3437.5
228.578125,3561.5
229.921875,3702.5
231.234375,3880.5
232.578125,3831
233.9375,3804
235.28125,3774.75
236.609375,3710.25
237.953125,3686.25
239.328125,3641.5
240.65625,3625.75
242.015625,3575.5
243.34375,3486.25
244.6875,3452.5
246.046875,3426
247.390625,3414.75
256.3125,0
257.65625,0
258.953125,0
260.28125,0
261.625,0
262.96875,0
264.3125,0
265.640625,0
266.984375,0
268.328125,0
269.671875,0
271,0
272.34375,0
273.6875,0
275.03125,0
276.375,0
277.703125,0
279.046875,0
280.375,0
274.140625,3526.5
275.359375,3533.75
276.734375,3257.5
278.109375,2954.75
279.484375,2695.5
280.828125,2570.25
282.203125,2377
283.578125,2236
284.9375,2196.25
286.28125,2204.25
287.609375,2231.25
288.90625,2258.75
290.265625,2283.75
291.5625,2306.75
292.890625,2345.5
294.21875,2417.75
295.578125,2313
296.9375,2240
298.265625,2178.75
299.71875,2122.25
301.0625,2065.75
302.421875,2012.25
303.75,1953.25
305.125,1915.75
306.484375,1863.25
307.796875,1831.25
309.171875,1801
310.53125,1757.5
311.90625,1727.75
313.203125,1693.5
314.546875,1665.75
315.9375,1641.25
317.296875,1619
318.65625,1592.5
319.953125,1585
321.34375,1555.5
322.65625,1531
324.046875,1515.75
325.40625,1496.25
326.78125,1481.75
328.109375,1467.75
329.484375,1453.25
330.78125,1442.5
332.140625,1431.75
333.546875,1421
334.875,1413
336.203125,1400.25
337.5625,1392.25
338.890625,1386.5
340.21875,1379.75
341.59375,1372.75
342.90625,1372.5
344.28125,1369
345.625,1363.25
346.953125,1362.75
348.328125,1360.5
349.703125,1315.5
350.9375,1344.25
352.296875,1355.75
353.625,1363
355.015625,1366.25
356.359375,1368.25
357.609375,1369
358.96875,1375.25
0.3125,1382
1.671875,1387.5
2.96875,1398
4.296875,1400.5
5.65625,1415.25
7.03125,1420.25
8.28125,1431.75
9.65625,1448.25
11,1455.25
12.3125,1467.75
13.65625,1484
15,1491.5
16.34375,1511
17.671875,1529
18.96875,1552.75
20.296875,1574
21.625,1587.75
22.96875,1609.5
24.328125,1636.5
25.59375,1666.25
26.9375,1689.5
28.265625,1724
29.59375,1750.75
30.890625,1781
32.25,1826.5
33.5625,1859.5
34.90625,1895.75
36.234375,1942
37.546875,1994.5
38.921875,2035.75
40.21875,2117.75
41.546875,2164
42.84375,2233.25
44.15625,2305.75
45.5,2324
46.890625,2279
48.1875,2289.25
49.546875,2302.25
50.875,2272
52.21875,2342.5
53.5625,2316.5
54.9375,2307.5
56.25,2287.75
57.59375,2266.25
58.890625,2242
60.265625,2223.5
61.5625,2213.75
62.953125,2199.25
64.28125,2169.5
65.609375,2164
66.96875,2149
68.3125,2143.5
69.640625,2119
71,2121
72.28125,2109.75
73.640625,2105.25
75.015625,2104.25
76.359375,2107.5
77.625,2169.25
78.984375,2153.75
80.3125,2147.5
81.671875,2140.25
82.953125,2157.5
84.28125,2163.5
85.609375,2173
86.953125,2171.25
88.265625,2177
89.59375,2196.25
90.90625,2177.5
92.265625,2198.5
93.578125,2211.5
94.90625,2245.25
103.609375,0
97.609375,2252.5
106.28125,0
100.265625,2217.25
101.59375,2225
102.890625,2296.5
111.609375,0
112.9375,0
114.21875,0
115.5625,0
116.875,0
118.21875,0
119.546875,0
120.875,0
122.203125,0
123.546875,0
124.875,0
126.203125,0
127.53125,0
121.390625,2755.75
122.703125,2746.25
124.0625,2701.25
125.40625,2630.5
126.75,2578.25
128.09375,2519.75
129.4375,2470.75
130.84375,2407.5
132.171875,2372.75
133.515625,2340
134.875,2291.5
136.1875,2259.75
137.546875,2216
138.890625,2185.25
140.265625,2151.5
141.578125,2130.25
142.921875,2089.5
144.265625,2087.5
145.625,2056
146.921875,2040.5
148.265625,2015
149.609375,2001.75
150.953125,1984
152.328125,1971
153.65625,1955.25
154.9375,1935.75
156.234375,1929.25
157.609375,1922.25
158.953125,1904.25
160.28125,1892.25
161.609375,1893.25
162.9375,1889
164.234375,1885.5
165.578125,1873.75
166.921875,1873
168.28125,1872.25
169.59375,1869.75
170.9375,1873.25
172.25,1868.5
173.59375,1874.25
174.921875,1877.5
176.21875,1883.5
177.59375,1884
178.96875,1897
180.296875,1900
181.671875,1909.25
182.96875,1908.75
184.3125,1937.75
185.640625,1941.25
186.96875,1951.75
188.296875,1977.5
189.625,1985
190.96875,1991.75
192.25,2015
193.578125,2042
194.9375,2060.75
196.25,2069.75
197.578125,2098.75
198.90625,2120.75
200.265625,2157.5
201.5625,2187
202.90625,2215.5
204.234375,2247
205.578125,2297.25
206.875,2321.5
208.21875,2368
209.53125,2393.75
210.84375,2446.75
212.1875,2502.75
213.484375,2550.25
214.8125,2628.5
216.15625,2699.75
217.453125,2735.25
218.796875,2817.75
220.125,2912
221.40625,2991
222.765625,3086.75
224.0625,3179.25
225.390625,3283.5
226.796875,3403.5
228.109375,3530.25
229.453125,3656.25
230.75,3829.75
232.109375,3821.5
233.4375,3813.5
234.796875,3784
236.125,3711.5
237.46875,3678.75
238.8125,3652.75
240.15625,3621
241.5,3591
242.859375,3496.75
244.203125,3478
245.546875,3435.25
246.875,3409.25
248.21875,3402.5
257.125,0
258.484375,0
259.828125,0
261.171875,0
262.5,0
263.84375,0
265.1875,0
266.515625,0
267.859375,0
269.203125,0
270.546875,0
271.875,0
273.21875,0
274.5625,0
275.90625,0
277.25,0
278.59375,0
279.921875,0
281.265625,0
274.9375,3505
276.25,3554.5
277.65625,3054.75
279.015625,2771.5
280.375,2622.5
281.78125,2433
283.15625,2275.25
284.53125,2186.5
285.828125,2205.25
287.1875,2224.5
288.515625,2247
289.84375,2273.75
291.125,2305.75
292.5,2309.5
293.8125,2434.5
295.15625,2345
296.5,2267.75
297.875,2203.75
299.328125,2129.75
300.65625,2080.75
302.015625,2029.5
303.375,1978.25
304.734375,1921.25
306.109375,1891.25
307.453125,1840.5
308.78125,1806.5
310.1875,1771.75
311.5,1736.5
312.875,1704.5
314.265625,1675
315.578125,1653.5
316.921875,1622.25
318.25,1599
319.671875,1575
321,1559.5
322.359375,1537.75
323.65625,1525.25
325.03125,1504
326.359375,1488.25
327.71875,1470.25
329.109375,1455.5
330.40625,1447.75
331.765625,1436.5
333.09375,1422.25
334.46875,1413.75
335.84375,1404.25
337.125,1398
338.5,1389.75
339.796875,1380.5
341.203125,1376
342.546875,1372
343.828125,1365.75
345.203125,1366.5
346.578125,1363
347.90625,1363
349.203125,1353.25
350.640625,1280.5
351.859375,1363
353.265625,1363.5
354.59375,1364
355.90625,1364.75
357.265625,1374.75
358.546875,1372
359.921875,1378.25
1.1875,1387.25
2.59375,1392.5
3.90625,1398.25
5.1875,1413.5
6.5625,1418.5
7.90625,1428.25
9.25,1438.5
10.515625,1446.5
11.828125,1465
13.15625,1480
14.53125,1487.5
15.8125,1510.25
17.140625,1522
18.46875,1543.5
19.78125,1562.75
21.15625,1582.75
22.46875,1607.75
23.765625,1628.25
25.109375,1657.25
26.390625,1676.5
27.734375,1711
29.0625,1744.25
30.40625,1775.25
31.703125,1802.25
33.0625,1839.75
34.359375,1883
35.71875,1925
37.0625,1965
38.34375,2017.5
39.6875,2084.25
41,2145.25
42.296875,2199
43.640625,2290
44.9375,2333.5
46.328125,2290.5
47.65625,2264.75
48.96875,2302.75
50.3125,2271.5
51.625,2324.5
52.96875,2342
54.3125,2325
55.6875,2298.75
57.015625,2270
58.34375,2258.25
59.65625,2232.25
61.015625,2214
62.328125,2202.5
63.6875,2174.25
65.015625,2163.5
66.359375,2157.5
67.671875,2148.25
69.03125,2138.5
70.359375,2122.75
